,age,class_of_worker,education,marital_stat,major_occupation_code,race,sex,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,detailed_household_summary_in_household,num_persons_worked_for_employer,country_of_birth_self,citizenship,own_business_or_self_employed,weeks_worked_in_year,target
8358,18, Private, Some college but no degree, Never married, Other service, White, Female,0, Single, Not in universe, Nonrelative of householder,3, United-States, Native- Born in the United States,0,52, - 50000.
8359,14, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8360,7, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8361,34, Private, Some college but no degree, Never married, Precision production craft & repair, White, Male,0, Single, Not in universe, Householder,2, United-States, Native- Born in the United States,0,52, - 50000.
8362,30, Private, Some college but no degree, Separated, Executive admin and managerial, White, Male,0, Single, West, Other relative of householder,6, United-States, Native- Born in the United States,2,32, - 50000.
8363,23, Private, High school graduate, Married-civilian spouse present, Transportation and material moving, White, Male,0, Joint both under 65, Not in universe, Spouse of householder,1, United-States, Native- Born in the United States,0,46, - 50000.
8364,67, Not in universe, Bachelors degree(BA AB BS), Married-civilian spouse present, Not in universe, White, Female,100, Nonfiler, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8365,78, Not in universe, Some college but no degree, Married-civilian spouse present, Not in universe, White, Male,2831, Joint both 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8366,83, Not in universe, 9th grade, Married-civilian spouse present, Not in universe, White, Male,0, Joint both 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8367,12, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8368,64, Not in universe, Associates degree-academic program, Married-civilian spouse present, Not in universe, White, Male,12173, Joint both under 65, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, 50000+.
8369,0, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Other relative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8370,50, Self-employed-incorporated, Masters degree(MA MS MEng MEd MSW MBA), Divorced, Executive admin and managerial, White, Male,3000, Single, Not in universe, Householder,4, United-States, Native- Born in the United States,0,52, 50000+.
8371,38, Private, High school graduate, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Householder,2, United-States, Native- Born in the United States,0,52, - 50000.
8372,27, Self-employed-incorporated, Associates degree-occup /vocational, Married-civilian spouse present, Executive admin and managerial, White, Female,100, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,2,52, 50000+.
8373,12, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8374,13, Not in universe, Children, Never married, Not in universe, Asian or Pacific Islander, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8375,75, Not in universe, Some college but no degree, Widowed, Not in universe, White, Female,0, Single, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8376,18, Private, 12th grade no diploma, Never married, Sales, Other, Female,0, Single, Not in universe, Child 18 or older,3, United-States, Native- Born in the United States,0,16, - 50000.
8377,8, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8378,6, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8379,60, Private, High school graduate, Married-civilian spouse present, Adm support including clerical, White, Male,0, Joint both under 65, Not in universe, Householder,2, United-States, Native- Born in the United States,0,52, 50000+.
8380,11, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Nonrelative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8381,3, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8382,46, Private, Some college but no degree, Married-civilian spouse present, Adm support including clerical, White, Male,0, Joint both under 65, South, Spouse of householder,6, United-States, Native- Born in the United States,2,52, - 50000.
8383,0, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8384,48, Private, High school graduate, Married-civilian spouse present, Executive admin and managerial, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,3, United-States, Native- Born in the United States,0,52, - 50000.
8385,78, Not in universe, High school graduate, Never married, Not in universe, White, Male,0, Single, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8386,11, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8387,39, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Transportation and material moving, White, Male,100, Joint both under 65, Not in universe, Householder,5, United-States, Native- Born in the United States,0,52, 50000+.
8388,22, Not in universe, High school graduate, Never married, Not in universe, White, Male,0, Single, Not in universe, Child 18 or older,1, United-States, Native- Born in the United States,2,40, - 50000.
8389,50, Private, Bachelors degree(BA AB BS), Divorced, Executive admin and managerial, White, Female,0, Head of household, Not in universe, Householder,4, United-States, Native- Born in the United States,0,52, - 50000.
8390,0, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8391,86, Not in universe, 9th grade, Widowed, Not in universe, White, Female,0, Single, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8392,28, Self-employed-incorporated, Bachelors degree(BA AB BS), Never married, Professional specialty, White, Male,7600, Single, Not in universe, Householder,1, United-States, Native- Born in the United States,1,52, 50000+.
8393,37, Private, High school graduate, Married-civilian spouse present, Professional specialty, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,1, Cuba, Foreign born- U S citizen by naturalization,0,52, - 50000.
8394,65, Not in universe, Masters degree(MA MS MEng MEd MSW MBA), Never married, Not in universe, White, Male,0, Single, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8395,37, Private, High school graduate, Never married, Adm support including clerical, Black, Female,0, Head of household, Not in universe, Other relative of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8396,70, Not in universe, Bachelors degree(BA AB BS), Married-civilian spouse present, Not in universe, White, Female,50, Joint both 65+, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8397,74, Not in universe, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Not in universe, White, Male,0, Joint both 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, 50000+.
8398,57, Private, Some college but no degree, Married-civilian spouse present, Adm support including clerical, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8399,35, Self-employed-not incorporated, High school graduate, Divorced, Machine operators assmblrs & inspctrs, White, Male,0, Head of household, Not in universe, Householder,1, United-States, Native- Born in the United States,2,52, - 50000.
8400,45, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Executive admin and managerial, White, Female,0, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,0,52, - 50000.
8401,7, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8402,3, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Other relative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8403,39, Private, High school graduate, Never married, Transportation and material moving, White, Male,0, Single, Not in universe, Nonrelative of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8404,58, Self-employed-not incorporated, High school graduate, Married-civilian spouse present, Farming forestry and fishing, White, Male,0, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,2,52, - 50000.
8405,70, Not in universe, High school graduate, Divorced, Not in universe, White, Female,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8406,26, Private, Some college but no degree, Married-civilian spouse present, Sales, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,4, United-States, Native- Born in the United States,0,49, - 50000.
8407,5, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8408,21, Private, Some college but no degree, Never married, Professional specialty, White, Female,0, Single, Not in universe, Child 18 or older,5, United-States, Native- Born in the United States,0,52, - 50000.
8409,35, Private, Bachelors degree(BA AB BS), Divorced, Executive admin and managerial, White, Female,0, Head of household, Not in universe, Householder,2, ?, Foreign born- Not a citizen of U S ,0,52, 50000+.
8410,24, Private, Associates degree-occup /vocational, Married-civilian spouse present, Sales, White, Female,0, Joint both under 65, Midwest, Spouse of householder,1, United-States, Native- Born in the United States,0,24, - 50000.
8411,31, Private, Some college but no degree, Married-civilian spouse present, Handlers equip cleaners etc , White, Female,0, Joint both under 65, Not in universe, Householder,5, United-States, Native- Born in the United States,2,52, - 50000.
8412,24, Private, High school graduate, Never married, Handlers equip cleaners etc , White, Male,0, Single, Not in universe, Householder,2, United-States, Native- Born in the United States,2,13, - 50000.
8413,38, Not in universe, 9th grade, Married-civilian spouse present, Not in universe, Other, Male,0, Nonfiler, Not in universe, Householder,0, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0,0, - 50000.
8414,34, Private, Associates degree-academic program, Divorced, Machine operators assmblrs & inspctrs, White, Male,0, Single, South, Nonrelative of householder,2, United-States, Native- Born in the United States,0,52, - 50000.
8415,14, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8416,73, Not in universe, 7th and 8th grade, Married-civilian spouse present, Not in universe, White, Female,0, Nonfiler, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8417,23, State government, Some college but no degree, Married-civilian spouse present, Adm support including clerical, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8418,50, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Sales, White, Male,7500, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, 50000+.
8419,11, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8420,72, Not in universe, Some college but no degree, Married-civilian spouse present, Not in universe, White, Female,0, Joint both 65+, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8421,58, Not in universe, Some college but no degree, Divorced, Not in universe, White, Female,2446, Single, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, 50000+.
8422,68, Not in universe, Associates degree-occup /vocational, Married-civilian spouse present, Not in universe, White, Male,0, Joint one under 65 & one 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8423,62, Self-employed-not incorporated, Some college but no degree, Divorced, Sales, White, Male,0, Single, Not in universe, Householder,1, United-States, Native- Born in the United States,0,52, - 50000.
8424,15, Not in universe, 7th and 8th grade, Never married, Not in universe, Black, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8425,56, Self-employed-not incorporated, Associates degree-occup /vocational, Married-civilian spouse present, Other service, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,1, United-States, Native- Born in the United States,0,52, - 50000.
8426,34, Local government, High school graduate, Divorced, Adm support including clerical, Amer Indian Aleut or Eskimo, Female,0, Head of household, Not in universe, Householder,6, United-States, Native- Born in the United States,2,16, - 50000.
8427,79, Not in universe, 9th grade, Widowed, Not in universe, White, Female,0, Single, Not in universe, Other relative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8428,6, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8429,37, Self-employed-not incorporated, High school graduate, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Spouse of householder,1, Italy, Foreign born- Not a citizen of U S ,0,52, - 50000.
8430,26, Private, Some college but no degree, Never married, Adm support including clerical, White, Female,0, Single, Not in universe, Nonrelative of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8431,3, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8432,60, Self-employed-not incorporated, High school graduate, Married-civilian spouse present, Other service, White, Male,0, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,0,50, - 50000.
8433,51, Private, 1st 2nd 3rd or 4th grade, Married-civilian spouse present, Private household services, White, Female,0, Joint both under 65, Not in universe, Householder,0, Mexico, Foreign born- Not a citizen of U S ,0,0, - 50000.
8434,64, Self-employed-not incorporated, Some college but no degree, Married-civilian spouse present, Executive admin and managerial, White, Male,1000, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,0,52, - 50000.
8435,34, Private, Bachelors degree(BA AB BS), Never married, Sales, White, Female,0, Single, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8436,7, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8437,12, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8438,23, Private, High school graduate, Never married, Other service, White, Female,0, Single, Not in universe, Child 18 or older,2, Mexico, Foreign born- Not a citizen of U S ,2,35, - 50000.
8439,32, Not in universe, Some college but no degree, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8440,0, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8441,68, Not in universe, Bachelors degree(BA AB BS), Widowed, Not in universe, White, Male,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8442,78, Self-employed-not incorporated, 9th grade, Married-civilian spouse present, Farming forestry and fishing, White, Male,0, Joint both 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8443,34, Private, Some college but no degree, Married-civilian spouse present, Executive admin and managerial, White, Male,0, Joint both under 65, Not in universe, Householder,2, United-States, Native- Born in the United States,0,52, - 50000.
8444,3, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8445,12, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8446,5, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8447,54, Not in universe, 7th and 8th grade, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Nonrelative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8448,6, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, West, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8449,47, Local government, Bachelors degree(BA AB BS), Married-civilian spouse present, Professional specialty, White, Female,100, Joint both under 65, Not in universe, Spouse of householder,3, United-States, Native- Born in the United States,0,52, - 50000.
8450,33, Not in universe, Bachelors degree(BA AB BS), Married-civilian spouse present, Not in universe, White, Female,100, Joint both under 65, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8451,77, Not in universe, 10th grade, Married-civilian spouse present, Not in universe, White, Female,0, Nonfiler, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8452,31, Private, High school graduate, Married-civilian spouse present, Sales, White, Male,0, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8453,13, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8454,29, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8455,47, Private, High school graduate, Divorced, Precision production craft & repair, White, Male,0, Single, Not in universe, Householder,4, United-States, Native- Born in the United States,0,50, - 50000.
8456,87, Not in universe, 7th and 8th grade, Married-civilian spouse present, Not in universe, White, Male,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8457,25, Not in universe, 1st 2nd 3rd or 4th grade, Married-civilian spouse present, Not in universe, Other, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, Mexico, Foreign born- Not a citizen of U S ,0,52, - 50000.
8458,45, Private, High school graduate, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8459,45, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Professional specialty, White, Male,0, Joint both under 65, Not in universe, Householder,3, United-States, Native- Born in the United States,0,52, - 50000.
8460,21, Not in universe, Some college but no degree, Never married, Not in universe, White, Male,18, Single, Not in universe, Child 18 or older,3, United-States, Native- Born in the United States,0,10, - 50000.
8461,9, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, Germany, Native- Born abroad of American Parent(s),0,0, - 50000.
8462,71, Not in universe, High school graduate, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Other relative of householder,0, ?, Foreign born- Not a citizen of U S ,0,0, - 50000.
8463,28, Private, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Professional specialty, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8464,11, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8465,7, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8466,27, Private, High school graduate, Separated, Transportation and material moving, White, Male,0, Single, Not in universe, Child 18 or older,1, United-States, Native- Born in the United States,0,52, - 50000.
8467,64, Private, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Sales, White, Male,0, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,0,52, - 50000.
8468,46, Private, High school graduate, Divorced, Precision production craft & repair, White, Male,0, Head of household, Not in universe, Householder,2, United-States, Native- Born in the United States,2,52, - 50000.
8469,36, Not in universe, Associates degree-occup /vocational, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8470,11, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8471,33, Self-employed-not incorporated, Some college but no degree, Married-civilian spouse present, Farming forestry and fishing, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,1, United-States, Native- Born in the United States,0,52, - 50000.
8472,45, Private, High school graduate, Never married, Precision production craft & repair, White, Male,0, Single, Not in universe, Householder,1, United-States, Native- Born in the United States,0,46, - 50000.
8473,15, Not in universe, 7th and 8th grade, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8474,47, Local government, High school graduate, Married-civilian spouse present, Adm support including clerical, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8475,41, Private, Associates degree-academic program, Married-civilian spouse present, Professional specialty, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,4, United-States, Native- Born in the United States,2,52, - 50000.
8476,43, Private, Some college but no degree, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Householder,4, United-States, Native- Born in the United States,0,52, - 50000.
8477,9, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8478,50, Federal government, High school graduate, Never married, Adm support including clerical, Black, Female,0, Head of household, Not in universe, Householder,6, United-States, Native- Born in the United States,2,52, - 50000.
8479,0, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8480,8, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8481,43, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Professional specialty, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,3, United-States, Native- Born in the United States,0,52, - 50000.
8482,35, State government, Associates degree-academic program, Never married, Technicians and related support, Black, Female,0, Single, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8483,61, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Male,0, Joint both under 65, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8484,2, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8485,11, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, Dominican-Republic, Foreign born- Not a citizen of U S ,0,0, - 50000.
8486,20, Private, Some college but no degree, Never married, Professional specialty, White, Male,0, Single, West, Householder,3, United-States, Native- Born in the United States,2,48, - 50000.
8487,46, Local government, High school graduate, Never married, Other service, White, Female,0, Single, Not in universe, Householder,4, United-States, Native- Born in the United States,0,42, - 50000.
8488,49, Not in universe, High school graduate, Widowed, Not in universe, White, Female,0, Nonfiler, Not in universe, Householder,0, Greece, Foreign born- U S citizen by naturalization,0,0, - 50000.
8489,74, Not in universe, Some college but no degree, Married-civilian spouse present, Not in universe, White, Female,1100, Joint both 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8490,47, Self-employed-incorporated, Some college but no degree, Married-civilian spouse present, Sales, White, Male,0, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,0,52, 50000+.
8491,21, Private, High school graduate, Never married, Transportation and material moving, White, Male,0, Single, Midwest, Nonrelative of householder,6, United-States, Native- Born in the United States,2,52, - 50000.
8492,49, Federal government, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Adm support including clerical, White, Male,17, Joint both under 65, West, Householder,6, United-States, Native- Born in the United States,0,52, 50000+.
8493,33, Private, High school graduate, Divorced, Precision production craft & repair, White, Male,0, Single, Not in universe, Other relative of householder,2, United-States, Native- Born in the United States,0,52, - 50000.
8494,80, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Male,0, Nonfiler, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8495,42, State government, Doctorate degree(PhD EdD), Married-civilian spouse present, Professional specialty, White, Female,250, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,40, - 50000.
8496,64, Private, High school graduate, Never married, Professional specialty, Black, Female,0, Single, Not in universe, Other relative of householder,6, United-States, Native- Born in the United States,0,52, 50000+.
8497,34, Private, High school graduate, Never married, Transportation and material moving, Black, Male,0, Single, Not in universe, Child 18 or older,4, United-States, Native- Born in the United States,0,52, - 50000.
8498,80, Not in universe, Some college but no degree, Widowed, Not in universe, White, Female,5000, Single, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8499,31, Private, High school graduate, Married-civilian spouse present, Transportation and material moving, White, Male,27, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8500,5, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8501,47, Private, 11th grade, Never married, Other service, Black, Female,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8502,10, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Nonrelative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8503,56, State government, High school graduate, Divorced, Adm support including clerical, White, Female,0, Single, Not in universe, Householder,5, United-States, Native- Born in the United States,0,52, - 50000.
8504,46, Local government, Bachelors degree(BA AB BS), Married-civilian spouse present, Executive admin and managerial, Black, Female,0, Joint both under 65, Not in universe, Spouse of householder,3, United-States, Native- Born in the United States,0,52, 50000+.
8505,55, Private, High school graduate, Married-civilian spouse present, Professional specialty, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,3, United-States, Native- Born in the United States,1,52, - 50000.
8506,50, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Executive admin and managerial, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,1,52, - 50000.
8507,42, Private, Associates degree-academic program, Married-civilian spouse present, Adm support including clerical, White, Female,200, Joint both under 65, Not in universe, Spouse of householder,4, United-States, Native- Born in the United States,0,52, - 50000.
8508,24, Private, Some college but no degree, Never married, Sales, White, Male,100, Single, Not in universe, Child 18 or older,2, United-States, Native- Born in the United States,0,52, - 50000.
8509,64, Private, Some college but no degree, Divorced, Machine operators assmblrs & inspctrs, White, Male,0, Single, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8510,8, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8511,29, Private, High school graduate, Never married, Executive admin and managerial, White, Female,0, Single, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8512,1, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8513,49, Private, High school graduate, Married-civilian spouse present, Sales, White, Male,2000, Joint both under 65, Not in universe, Spouse of householder,4, United-States, Native- Born in the United States,0,52, - 50000.
8514,11, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, West, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8515,18, Private, 11th grade, Never married, Sales, Other, Female,0, Single, Not in universe, Child 18 or older,6, ?, Native- Born abroad of American Parent(s),0,30, - 50000.
8516,36, Private, Some college but no degree, Married-civilian spouse present, Adm support including clerical, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,4, United-States, Native- Born in the United States,0,52, - 50000.
8517,84, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Male,0, Joint both 65+, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8518,4, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8519,54, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8520,17, Not in universe, 11th grade, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
